School Name,School Code,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,year,Nonbinary,High Needs#,High Needs%,English Learners#,English Learners%,First Language Not English#,First Language Not English%,Economically Disadvantaged#,Economically Disadvantaged%,Students with Disabilities#,Students with Disabilities%,Low Income#,Low Income%,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,Tests Taken,Reading / Writing,Writing,Math
Cambridge - Amigos School,00490006,   0.0,   3.5,   4.7,  45.3,   8.4,   0.0,  38.1,  54.0,  46.0,2020,   0.0,     143,  34.0,      18,   4.3,     141,  33.6,      89,  21.2,      54,  12.9,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Cambridge Rindge and Latin,00490506,   0.4,  10.6,  27.9,  14.8,   7.7,   0.4,  38.2,  50.2,  49.8,2020,   0.0,     831,  45.0,      69,   3.7,     452,  24.5,     603,  32.6,     370,  20.0,,,458,298,65.1,0,54,12.8,33.2,11.7,6.4,18.1,       508,    91.7,     3.3,     1.2,     0.4,     3.3,     0.0,     302,615,,601
Cambridge - Cambridge Street Upper School,00490305,   0.7,   6.4,  23.0,  17.0,  10.2,   0.0,  42.8,  42.0,  58.0,2020,   0.0,     174,  57.2,       3,   1.0,      61,  20.1,     126,  41.4,      97,  31.9,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Cambridgeport,00490007,   0.0,   7.1,  16.6,   8.3,  12.0,   0.0,  56.0,  47.1,  52.3,2020,   0.6,      93,  34.3,       6,   2.2,      39,  14.4,      58,  21.4,      49,  18.1,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Fletcher/Maynard Academy,00490090,   0.4,   9.8,  50.5,  18.2,   7.0,   0.0,  14.0,  45.3,  54.7,2020,   0.0,     183,  66.3,      10,   3.6,      70,  25.4,     140,  50.7,      89,  32.2,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Graham and Parks,00490080,   0.0,  16.8,  15.7,  10.5,   6.6,   0.0,  50.4,  47.2,  52.8,2020,   0.0,     176,  54.7,      63,  19.6,     124,  38.5,      87,  27.0,      66,  20.5,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Haggerty,00490020,   0.0,  18.6,  14.0,   7.8,   8.1,   0.0,  51.6,  52.7,  47.3,2020,   0.0,     106,  42.9,      15,   6.1,      76,  30.8,      64,  25.9,      53,  21.5,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - John M Tobin,00490065,   0.6,  16.4,  19.6,  10.0,   8.7,   0.0,  44.7,  48.2,  51.8,2020,   0.0,     121,  39.4,       9,   2.9,     109,  35.5,      77,  25.1,      58,  18.9,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Kennedy-Longfellow,00490040,   0.0,  23.2,  20.9,  17.0,   8.4,   0.3,  30.2,  49.8,  50.2,2020,   0.0,     188,  77.4,      84,  34.6,     125,  51.4,     120,  49.4,      49,  20.2,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - King Open,00490035,   0.3,  14.1,  18.8,  10.7,  11.5,   0.0,  44.6,  49.9,  50.1,2020,   0.0,     181,  50.6,      19,   5.3,      95,  26.5,     122,  34.1,      90,  25.1,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Maria L. Baldwin,00490005,   0.0,   8.0,  11.1,  10.3,   9.7,   0.0,  60.9,  47.4,  52.6,2020,   0.0,     115,  32.5,       6,   1.7,      57,  16.1,      69,  19.5,      64,  18.1,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Martin Luther King Jr.,00490030,   0.6,  28.2,  18.7,   5.8,  21.5,   0.0,  25.2,  48.8,  51.2,2020,   0.0,     104,  34.8,      17,   5.7,      97,  32.4,      55,  18.4,      50,  16.7,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Morse,00490045,   0.6,  14.1,  23.3,  12.3,   8.0,   0.0,  41.7,  45.1,  54.9,2020,   0.0,     150,  49.7,      19,   6.3,      75,  24.8,     101,  33.4,      80,  26.5,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Peabody,00490050,   0.0,  15.3,  20.3,   5.9,   7.2,   0.0,  51.3,  50.3,  49.7,2020,   0.0,     146,  47.6,      17,   5.5,      74,  24.1,      88,  28.7,      71,  23.1,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Putnam Avenue Upper School,00490310,   0.4,  15.2,  31.4,  14.8,   8.7,   0.4,  29.2,  52.7,  47.3,2020,   0.0,     156,  59.8,       3,   1.1,      69,  26.4,     122,  46.7,      68,  26.1,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Rindge Avenue Upper School,00490315,   0.4,  10.7,  27.0,   9.6,   9.3,   0.0,  43.1,  55.9,  44.1,2020,   0.0,     117,  43.5,       3,   1.1,      56,  20.8,      79,  29.4,      62,  23.0,,,,,,,,,,,,,,,,,,,,,,,
Cambridge - Vassal Lane Upper School,00490320,   0.0,  16.3,  25.9,   7.4,   7.8,   0.0,  42.6,  50.0,  49.6,2020,   0.4,     166,  57.0,      31,  10.7,     125,  43.0,     101,  34.7,      65,  22.3,,,,,,,,,,,,,,,,,,,,,,,
Canton - Canton High,00500505,   0.0,  11.5,  11.4,   6.2,   4.6,   0.0,  66.3,  53.0,  46.7,2020,   0.3,     238,  25.0,      11,   1.2,      66,   6.9,     169,  17.8,      94,   9.9,,,253,211,83.4,0,43.1,9.5,47.4,9,11.4,18.5,       239,    96.2,     2.1,     0.0,     0.0,     1.7,     0.0,     352,568,,567
Canton - Dean S Luce,00500020,   0.0,  12.3,   8.9,   5.5,   7.2,   0.0,  66.2,  50.3,  49.7,2020,   0.0,     149,  32.2,      23,   5.0,      44,   9.5,      84,  18.1,      49,  10.6,,,,,,,,,,,,,,,,,,,,,,,
Canton - John F Kennedy,00500017,   0.0,   8.1,   7.1,   5.3,   6.5,   0.4,  72.5,  48.3,  51.7,2020,   0.0,     122,  26.3,      12,   2.6,      32,   6.9,      59,  12.7,      54,  11.7,,,,,,,,,,,,,,,,,,,,,,,
Canton - Lt Peter M Hansen,00500012,   0.0,  11.6,  12.4,   7.3,   8.4,   0.2,  60.0,  49.6,  50.4,2020,   0.0,     135,  27.3,      15,   3.0,      38,   7.7,      82,  16.6,      45,   9.1,,,,,,,,,,,,,,,,,,,,,,,
Canton - Rodman Early Childhood Center,00500010,   0.0,  14.9,  14.9,  11.5,   3.4,   0.0,  55.2,  37.9,  62.1,2020,   0.0,      19,  79.2,       3,  12.5,       3,  12.5,       4,  16.7,      15,  62.5,,,,,,,,,,,,,,,,,,,,,,,
Canton - Wm H Galvin Middle,00500305,   0.3,   9.5,  12.2,   4.7,   5.9,   0.3,  67.2,  52.0,  48.0,2020,   0.0,     237,  30.9,       7,   0.9,      47,   6.1,     139,  18.1,     109,  14.2,,,,,,,,,,,,,,,,,,,,,,,
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,   0.4,   2.5,   2.1,   5.0,   4.6,   0.0,  85.4,  51.5,  48.5,2020,   0.0,      85,  34.0,       1,   0.4,      15,   6.0,      45,  18.0,      44,  17.6,,,,,,,,,,,,,,,,,,,,,,,
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,   1.3,   0.5,   8.9,  13.6,   4.9,   0.2,  70.6,  35.2,  64.6,2020,   0.2,     393,  62.8,      14,   2.2,      31,   5.0,     292,  46.6,     166,  26.5,,,128,36,28.1,0,13.9,61.1,25,61.1,13.9,11.1,       139,    96.4,     1.4,     0.0,     0.0,     2.2,     0.0,       3,,,
Carlisle - Carlisle School,00510025,   0.0,  11.2,   0.5,   5.0,   9.4,   0.3,  73.5,  47.6,  52.4,2020,   0.0,     138,  23.8,      11,   1.9,      28,   4.8,      28,   4.8,      94,  16.2,,,,,,,,,,,,,,,,,,,,,,,
Carver - Carver Elementary School,00520015,   0.1,   0.5,   2.3,   1.7,   1.2,   0.0,  94.1,  49.8,  50.2,2020,   0.0,     272,  36.6,      12,   1.6,      13,   1.7,     190,  25.6,     114,  15.3,,,,,,,,,,,,,,,,,,,,,,,
Carver - Carver Middle/High School,00520405,   0.5,   0.4,   1.2,   1.3,   1.0,   0.1,  95.4,  48.9,  51.1,2020,   0.0,     287,  39.2,       9,   1.2,       9,   1.2,     186,  25.4,     159,  21.7,,,105,74,70.5,0,33.8,18.9,47.3,17.6,21.6,12.2,       101,    95.0,     1.0,     0.0,     0.0,     4.0,     0.0,      96,531,,521
Central Berkshire - Becket Washington School,06350005,   0.0,   0.0,   0.0,   2.7,   4.4,   0.0,  92.9,  50.4,  49.6,2020,   0.0,      55,  54.5,       0,   0.0,       1,   1.0,      46,  45.5,      26,  25.7,,,,,,,,,,,,,,,,,,,,,,,
Central Berkshire - Craneville,06350025,   0.2,   0.9,   0.2,   8.7,   6.1,   0.0,  83.7,  44.6,  55.4,2020,   0.0,     201,  50.8,       5,   1.3,       7,   1.8,     177,  44.7,      59,  14.9,,,,,,,,,,,,,,,,,,,,,,,
Central Berkshire - Kittredge,06350035,   0.0,   0.0,   0.7,   1.3,   2.7,   0.0,  95.3,  56.0,  44.0,2020,   0.0,      66,  45.2,       0,   0.0,       0,   0.0,      50,  34.2,      27,  18.5,,,,,,,,,,,,,,,,,,,,,,,
Central Berkshire - Nessacus Regional Middle School,06350305,   0.3,   0.5,   0.3,   3.7,   3.2,   0.0,  92.0,  47.2,  52.8,2020,   0.0,     157,  43.9,       1,   0.3,       2,   0.6,     131,  36.6,      55,  15.4,,,,,,,,,,,,,,,,,,,,,,,
Central Berkshire - Wahconah Regional High,06350505,   0.2,   0.8,   0.4,   3.4,   2.0,   0.0,  93.2,  47.7,  52.3,2020,   0.0,     180,  35.0,       2,   0.4,       4,   0.8,     156,  30.4,      57,  11.1,,,130,83,63.8,0,32.5,20.5,47,20.5,18.1,14.5,       119,    95.0,     0.0,     0.0,     0.0,     5.0,     0.0,      56,523,,533
Chelmsford - Byam School,00560030,   0.2,  11.8,   1.4,   8.4,   3.9,   0.0,  74.3,  49.4,  50.6,2020,   0.0,     142,  31.1,      28,   6.1,      93,  20.4,      70,  15.4,      76,  16.7,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - Center Elementary School,00560005,   0.0,  17.8,   2.7,   6.8,   3.7,   0.0,  69.1,  47.3,  52.7,2020,   0.0,     155,  32.7,      40,   8.4,     108,  22.8,      73,  15.4,      60,  12.7,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - Charles D Harrington,00560025,   0.4,  18.2,   4.5,   9.9,   3.0,   0.0,  64.0,  50.8,  49.2,2020,   0.0,     179,  36.4,      37,   7.5,     156,  31.7,     102,  20.7,      75,  15.2,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - Chelmsford High,00560505,   0.0,  15.6,   3.4,   4.0,   2.3,   0.2,  74.5,  51.3,  48.7,2020,   0.0,     323,  22.9,      14,   1.0,     233,  16.5,     161,  11.4,     182,  12.9,,,358,293,81.8,0,38.9,10.9,50.2,10.9,8.9,23.5,       358,    98.9,     0.6,     0.0,     0.0,     0.6,     0.0,     326,574,,579
Chelmsford - Col Moses Parker School,00560305,   0.7,  14.7,   3.7,   7.8,   3.1,   0.0,  70.0,  42.8,  57.2,2020,   0.0,     239,  32.8,      20,   2.7,     139,  19.1,     123,  16.9,     113,  15.5,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - Community Education Center,00560001,   0.6,  23.5,   4.8,   9.0,   4.8,   0.0,  57.2,  37.3,  62.7,2020,   0.0,      57,  75.0,      10,  13.2,      25,  32.9,      28,  36.8,      55,  72.4,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - McCarthy Middle School,00560310,   0.0,  14.3,   3.5,   6.0,   4.7,   0.3,  71.2,  47.3,  52.7,2020,   0.0,     249,  32.3,      20,   2.6,     148,  19.2,     104,  13.5,     132,  17.1,,,,,,,,,,,,,,,,,,,,,,,
Chelmsford - South Row,00560015,   0.5,  15.3,   2.7,   6.3,   3.6,   0.0,  71.6,  49.9,  50.1,2020,   0.0,     113,  26.8,      36,   8.5,     104,  24.6,      50,  11.8,      50,  11.8,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Chelsea High,00570505,   0.1,   0.3,   4.4,  89.0,   1.6,   0.1,   4.5,  44.3,  55.7,2020,   0.0,"   1,152",  79.2,     422,  29.0,"   1,290",  88.7,     976,  67.1,     184,  12.6,,,247,73,29.6,0,24.7,56.2,19.2,54.8,6.8,12.3,       355,    74.1,    10.1,     0.0,     0.8,    14.9,     0.0,      22,523,,520
Chelsea - Chelsea Opportunity Academy,00570515,   0.0,   0.0,   1.1,  96.8,   1.1,   0.0,   1.1,  37.9,  62.1,2020,   0.0,      89,  88.1,      58,  57.4,      90,  89.1,      69,  68.3,       8,   7.9,,,20,1,5,0,0,100,0,100,0,0,        44,    22.7,    70.5,     0.0,     0.0,     6.8,     0.0,,,,
Chelsea - Clark Avenue School,00570050,   0.4,   0.6,   2.9,  88.5,   1.0,   0.1,   6.5,  47.0,  53.0,2020,   0.0,     588,  83.5,     142,  20.2,     581,  82.5,     474,  67.3,     131,  18.6,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Edgar A Hooks Elementary,00570030,   0.4,   0.0,   5.0,  81.7,   1.5,   0.0,  11.6,  50.6,  49.4,2020,   0.0,     464,  89.1,     256,  49.1,     422,  81.0,     376,  72.2,      59,  11.3,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Eugene Wright Science and Technology Academy,00570045,   0.0,   0.2,   5.9,  85.8,   1.9,   0.0,   6.3,  49.0,  51.0,2020,   0.0,     448,  86.0,      84,  16.1,     405,  77.7,     398,  76.4,     135,  25.9,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Frank M Sokolowski Elementary,00570040,   0.0,   0.2,   3.0,  88.3,   1.1,   0.0,   7.4,  49.1,  50.9,2020,   0.0,     465,  92.3,     263,  52.2,     411,  81.5,     384,  76.2,      33,   6.5,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - George F. Kelly Elementary,00570035,   0.0,   0.4,   4.3,  90.5,   0.2,   0.0,   4.5,  55.0,  45.0,2020,   0.0,     377,  79.7,     170,  35.9,     379,  80.1,     286,  60.5,      47,   9.9,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Joseph A. Browne School,00570055,   0.0,   0.0,   4.0,  88.2,   1.6,   0.0,   6.1,  47.7,  52.3,2020,   0.0,     470,  88.8,     145,  27.4,     449,  84.9,     396,  74.9,      63,  11.9,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - Shurtleff Early Childhood,00570003,   0.1,   0.0,   4.4,  87.7,   0.9,   0.0,   6.9,  48.4,  51.6,2020,   0.0,     564,  88.5,     361,  56.7,     529,  83.0,     458,  71.9,     115,  18.1,,,,,,,,,,,,,,,,,,,,,,,
Chelsea - William A Berkowitz Elementary,00570025,   0.0,   0.0,   5.4,  85.0,   2.6,   0.0,   7.0,  48.1,  51.9,2020,   0.0,     450,  91.6,     217,  44.2,     396,  80.7,     374,  76.2,      82,  16.7,,,,,,,,,,,,,,,,,,,,,,,
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,   1.6,   0.0,   0.8,   2.3,   0.0,   0.0,  95.3,  46.9,  53.1,2020,   0.0,      46,  45.5,       0,   0.0,       0,   0.0,      27,  26.7,      24,  23.8,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Barry,00610003,   0.0,   2.6,   3.6,  32.1,   3.1,   0.0,  58.6,  44.8,  55.2,2020,   0.0,     248,  65.8,      34,   9.0,      66,  17.5,     205,  54.4,      66,  17.5,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Belcher,00610010,   0.0,   1.6,   9.4,  42.5,   2.8,   0.0,  43.7,  49.2,  50.8,2020,   0.0,     151,  71.2,      22,  10.4,      26,  12.3,     143,  67.5,      21,   9.9,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bellamy Middle,00610305,   0.0,   2.0,   2.8,  42.6,   4.7,   0.0,  47.9,  47.2,  52.8,2020,   0.0,     557,  67.2,      31,   3.7,     122,  14.7,     489,  59.0,     177,  21.4,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bowe,00610015,   0.0,   2.0,   6.3,  54.0,   5.9,   0.0,  31.8,  47.9,  52.1,2020,   0.0,     360,  84.1,      56,  13.1,      90,  21.0,     339,  79.2,      77,  18.0,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bowie,00610020,   0.3,   1.6,   3.2,  23.8,   1.3,   0.3,  69.5,  50.5,  49.5,2020,   0.0,     134,  48.6,       5,   1.8,      13,   4.7,     122,  44.2,      25,   9.1,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Chicopee Academy,00610021,   0.0,   0.0,   3.4,  66.1,   6.8,   0.0,  23.7,  35.6,  64.4,2020,   0.0,      53,  88.3,       1,   1.7,       8,  13.3,      49,  81.7,      23,  38.3,,,9,,,,,,,,,,        26,    11.5,    30.8,     0.0,     0.0,    57.7,     0.0,,,,
Chicopee - Chicopee Comprehensive High School,00610510,   0.3,   2.4,   2.4,  27.2,   2.2,   0.0,  65.6,  44.1,  55.9,2020,   0.0,     605,  52.1,      33,   2.8,     118,  10.2,     514,  44.2,     187,  16.1,,,276,137,49.6,0.7,31.4,44.5,23.4,43.8,7.3,12.4,       295,    92.9,     3.7,     0.0,     0.0,     3.4,     0.0,      77,570,,555
Chicopee - Chicopee High,00610505,   0.0,   2.5,   5.7,  44.6,   1.8,   0.0,  45.4,  49.5,  50.5,2020,   0.0,     626,  64.9,      58,   6.0,     161,  16.7,     562,  58.3,     169,  17.5,,,228,118,51.8,0,38.1,43.2,18.6,42.4,7.6,6.8,       225,    85.3,     2.2,     0.0,     2.7,     9.8,     0.0,      33,533,,523
Chicopee - Dupont Middle,00610310,   0.1,   2.5,   4.3,  43.5,   3.3,   0.0,  46.3,  44.8,  55.2,2020,   0.0,     567,  71.4,      49,   6.2,     128,  16.1,     499,  62.8,     163,  20.5,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Fairview Elementary,00610050,   0.0,   1.6,   5.0,  51.7,   3.0,   0.0,  38.7,  42.6,  57.4,2020,   0.0,     322,  77.8,      33,   8.0,      47,  11.4,     299,  72.2,      68,  16.4,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Gen John J Stefanik,00610090,   0.0,   0.9,   5.5,  65.6,   2.6,   0.0,  25.4,  47.7,  52.3,2020,   0.0,     282,  81.5,      28,   8.1,      55,  15.9,     264,  76.3,      64,  18.5,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Lambert-Lavoie,00610040,   0.0,   1.4,   3.1,  25.0,   6.3,   0.0,  64.2,  44.8,  55.2,2020,   0.0,     161,  59.9,       4,   1.5,      10,   3.7,     147,  54.6,      36,  13.4,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Litwin,00610022,   0.0,   0.8,   5.5,  33.4,   1.8,   0.0,  58.4,  48.2,  51.8,2020,   0.0,     243,  69.4,      34,   9.7,      46,  13.1,     224,  64.0,      52,  14.9,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Streiber Memorial School,00610065,   0.0,   2.9,   6.1,  18.4,   5.7,   0.4,  66.4,  45.9,  54.1,2020,   0.0,     122,  49.2,       4,   1.6,      13,   5.2,     112,  45.2,      35,  14.1,,,,,,,,,,,,,,,,,,,,,,,
Chicopee - Szetela Early Childhood Center,00610001,   0.0,   4.0,   3.2,  30.5,   5.6,   0.0,  56.6,  39.0,  61.0,2020,   0.0,     114,  94.2,       0,   0.0,       9,   7.4,      67,  55.4,     113,  93.4,,,,,,,,,,,,,,,,,,,,,,,
Christa McAuliffe Charter Public (District) - Christa McAuliffe Charter Public School,04180305,   0.2,   8.2,   7.0,  30.2,   4.7,   0.0,  49.6,  48.9,  50.9,2020,   0.2,     219,  54.9,      17,   4.3,     100,  25.1,     149,  37.3,      77,  19.3,,,,,,,,,,,,,,,,,,,,,,,
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,04370505,   0.0,   0.0,  65.8,  32.0,   0.9,   0.0,   1.3,  42.5,  57.5,2020,   0.0,     251,  83.9,      70,  23.4,     103,  34.4,     207,  69.2,      65,  21.7,,,66,39,59.1,0,48.7,25.6,25.6,25.6,5.1,17.9,        58,    65.5,    32.8,     0.0,     0.0,     1.7,     0.0,       8,,,
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square,35040505,   0.0,   0.5,  64.8,  31.1,   1.6,   0.0,   2.1,  48.7,  51.3,2020,   0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford,35070505,   0.7,   2.0,  12.8,  47.0,   7.4,   0.0,  30.2,  44.3,  55.0,2020,   0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarksburg - Clarksburg Elementary,00630010,   0.0,   0.0,   0.5,   2.5,   3.0,   0.0,  93.9,  50.3,  49.7,2020,   0.0,      76,  40.0,       0,   0.0,       0,   0.0,      57,  30.0,      35,  18.4,,,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Elementary,00640050,   0.0,   1.1,   1.7,  25.2,   2.5,   0.0,  69.5,  48.9,  51.1,2020,   0.0,     469,  62.1,     139,  18.4,     202,  26.8,     360,  47.7,     164,  21.7,,,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Middle School,00640305,   0.0,   1.0,   3.3,  26.9,   2.2,   0.2,  66.5,  45.9,  54.1,2020,   0.0,     334,  57.5,      56,   9.6,     151,  26.0,     246,  42.3,     129,  22.2,,,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Senior High,00640505,   0.0,   2.0,   4.8,  29.6,   1.3,   0.0,  62.4,  45.4,  54.6,2020,   0.0,     261,  53.2,      50,  10.2,     153,  31.2,     192,  39.1,      98,  20.0,,,123,69,56.1,0,31.9,24.6,43.5,24.6,21.7,5.8,       106,    93.4,     1.9,     0.0,     0.0,     4.7,     0.0,      72,525,,498
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,   0.3,   0.0,  76.1,  21.2,   1.2,   0.0,   1.2,  48.1,  51.9,2020,   0.0,     268,  77.0,      36,  10.3,      76,  21.8,     234,  67.2,      86,  24.7,,,22,9,40.9,0,22.2,22.2,55.6,22.2,11.1,44.4,        29,    93.1,     3.4,     0.0,     0.0,     3.4,     0.0,      29,418,,417
Cohasset - Cohasset High School,00650505,   0.4,   4.1,   2.8,   1.7,   0.9,   0.0,  90.2,  52.2,  47.8,2020,   0.0,      74,  16.6,       0,   0.0,       2,   0.4,      27,   6.0,      48,  10.7,,,127,105,82.7,0,59,1.9,39,0,0,9.5,       117,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,     116,616,,585
Cohasset - Cohasset Middle School,00650305,   0.0,   1.4,   2.9,   1.2,   1.7,   0.0,  92.8,  47.0,  53.0,2020,   0.0,      64,  17.9,       0,   0.0,       3,   0.8,      23,   6.4,      49,  13.7,,,,,,,,,,,,,,,,,,,,,,,
Cohasset - Deer Hill,00650005,   0.0,   2.6,   2.9,   0.6,   2.9,   0.0,  91.1,  47.0,  53.0,2020,   0.0,      55,  17.7,       0,   0.0,       2,   0.6,      18,   5.8,      39,  12.5,,,,,,,,,,,,,,,,,,,,,,,
Cohasset - Joseph Osgood,00650010,   0.0,   0.6,   3.6,   1.8,   2.1,   0.0,  91.9,  52.2,  47.8,2020,   0.0,      53,  15.9,       1,   0.3,       1,   0.3,      15,   4.5,      39,  11.7,,,,,,,,,,,,,,,,,,,,,,,
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,   0.1,  27.3,  20.1,  35.4,   3.3,   0.0,  13.8,  51.3,  48.7,2020,   0.0,     693,  68.3,     232,  22.9,     393,  38.7,     533,  52.5,      59,   5.8,,,,,,,,,,,,,,,,,,,,,,,
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,   0.6,   3.7,  70.2,  16.9,   4.0,   0.3,   4.3,  58.0,  42.0,2020,   0.0,     174,  57.2,      18,   5.9,     137,  45.1,     138,  45.4,      44,  14.5,,,31,25,80.6,0,60,8,32,4,12,16,        46,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,       4,,,
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,   0.3,   0.8,   1.0,  95.8,   0.0,   0.0,   2.3,  48.8,  51.3,2020,   0.0,     332,  83.0,      78,  19.5,     229,  57.3,     259,  64.8,      46,  11.5,,,,,,,,,,,,,,,,,,,,,,,
Community Day Charter Public School - Prospect (District) - Community Day Charter Public School - Prospect,04400205,   0.0,   0.0,   0.5,  97.8,   0.0,   0.0,   1.8,  50.8,  49.3,2020,   0.0,     321,  80.5,      96,  24.1,     247,  61.9,     250,  62.7,      49,  12.3,,,,,,,,,,,,,,,,,,,,,,,
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,   0.0,   1.0,   1.0,  95.0,   0.5,   0.0,   2.5,  50.4,  49.6,2020,   0.0,     314,  78.5,      83,  20.8,     209,  52.3,     241,  60.3,      43,  10.8,,,,,,,,,,,,,,,,,,,,,,,
Concord - Alcott,00670005,   0.0,   8.0,   8.4,   9.9,   8.6,   0.0,  65.1,  48.9,  51.1,2020,   0.0,     121,  26.9,      18,   4.0,      39,   8.7,      59,  13.1,      59,  13.1,,,,,,,,,,,,,,,,,,,,,,,
Concord - Concord Middle,00670305,   0.3,   8.3,   5.3,   7.0,   5.8,   0.0,  73.4,  48.7,  51.3,2020,   0.0,     177,  26.0,       8,   1.2,      59,   8.7,      60,   8.8,     130,  19.1,,,,,,,,,,,,,,,,,,,,,,,
Concord - Thoreau,00670020,   0.0,   7.2,   1.8,   7.4,   8.1,   0.0,  75.6,  49.2,  50.8,2020,   0.0,     110,  24.9,      11,   2.5,      32,   7.3,      28,   6.3,      79,  17.9,,,,,,,,,,,,,,,,,,,,,,,
Concord - Willard,00670030,   0.0,   6.0,   1.0,   3.3,   6.0,   0.0,  83.7,  49.0,  51.0,2020,   0.0,      94,  21.9,      10,   2.3,      37,   8.6,      22,   5.1,      61,  14.2,,,,,,,,,,,,,,,,,,,,,,,
Concord-Carlisle - Concord Carlisle High,06400505,   0.1,   8.1,   4.5,   4.7,   4.6,   0.0,  78.0,  51.9,  47.9,2020,   0.2,     284,  21.6,       4,   0.3,      69,   5.2,     102,   7.8,     213,  16.2,,,307,222,72.3,0,64,5.4,30.6,5.4,0.9,8.1,       287,    99.0,     0.7,     0.0,     0.3,     0.0,     0.0,     375,639,,647
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,   0.0,   2.0,  48.8,  42.4,   2.4,   0.0,   4.4,  52.3,  47.7,2020,   0.0,     326,  71.3,      70,  15.3,      88,  19.3,     276,  60.4,      58,  12.7,,,,,,,,,,,,,,,,,,,,,,,
Conway - Conway Grammar,00680005,   0.0,   0.0,   1.5,   6.0,   1.5,   0.0,  91.0,  42.9,  57.1,2020,   0.0,      42,  33.6,       0,   0.0,       0,   0.0,      32,  25.6,      21,  16.8,,,,,,,,,,,,,,,,,,,,,,,
